Year,Month,Week,Fortnight,#Clinic,#Medical Department,#Doctor,#Hospitalization Reason,#Follow Up Reason,#Task Type Id,Task code,Task title,Task is active,Task is for patient,Task is mandatory,Task is manual,Task completed by patient,Is Satisfaction Survey,CorrelationEntity,#Alert Type,Number of tasks,Number of response,Number of alert
2020,3,11,1,1,13,322,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,9,0,0
2020,3,11,1,1,5,666,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,228,0,0
2020,3,12,2,1,11,221,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,52,0,0
2020,3,12,2,1,5,549,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,5,0,0
2020,2,9,2,1,1,963,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,7,7,0
2020,3,11,1,1,24,1017,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,12,0,0
2020,3,11,1,1,11,180,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,3,3,3
2020,3,12,2,1,11,526,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,30,0,0
2020,3,10,1,1,1,28,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,67,0,0
2020,3,11,1,1,4,625,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,270,0,0
2020,3,12,2,1,4,904,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,12,2,1,15,497,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,1,19,2,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,12,2,1,4,787,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,10,1,1,1,64,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,6,6,6
2020,3,12,2,1,29,1272,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,406,0,0
2020,3,11,1,1,1,12,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,4,904,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,28,0,0
2020,3,10,1,1,13,346,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,27,0,0
2020,3,11,1,1,18,1370,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,96,0,0
2020,3,12,2,1,3,841,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,54,0,0
2020,3,12,2,1,22,785,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,11,1,1,16,629,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,122,0,0
2020,3,12,2,1,11,178,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,54,0,0
2020,3,11,1,1,11,250,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,79,0,0
2020,3,12,2,1,13,344,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,12,2,1,15,506,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,32,0,0
2020,3,11,1,1,24,1040,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,6,6,0
2020,3,11,1,1,3,32,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,10,10,0
2020,3,10,1,1,13,372,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,22,0,0
2020,3,9,1,1,10,458,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,11,1,1,16,630,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,19,0,0
2020,3,12,2,1,2,1180,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,10,1,1,3,75,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,28,0,0
2020,3,12,2,1,8,1262,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,10,1,1,1,19,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,22,22,0
2020,3,12,2,1,24,1040,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,270,0,0
2020,3,12,2,1,3,32,2,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,52,0,0
2020,3,11,1,1,3,894,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,58,0,0
2020,3,10,1,1,13,346,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,81,0,0
2020,3,12,2,1,17,1274,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,30,0,0
2020,3,11,1,1,10,459,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,116,0,0
2020,3,9,1,1,1,15,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,12,2,1,15,505,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,19,0,0
2020,3,11,1,1,13,435,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,100,0,0
2020,3,11,1,1,21,770,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,5,0,0
2020,2,9,2,1,4,787,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,10,0,0
2020,3,11,1,1,16,629,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,23,0,0
2020,3,11,1,1,1,12,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,12,2,1,3,905,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,2,0,0
2020,3,12,2,1,8,1262,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,11,1,1,13,437,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,85,0,0
2020,3,12,2,1,11,223,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,93,0,0
2020,3,12,2,1,4,440,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,61,0,0
2020,3,10,1,1,17,760,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,4,4,0
2020,3,11,1,1,10,463,2,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,90,0,0
2020,3,12,2,1,5,547,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,6,0,0
2020,3,11,1,1,24,1040,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,8,8,0
2020,3,12,2,1,11,242,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,8,0,0
2020,3,12,2,1,11,256,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,106,0,0
2020,3,11,1,1,11,178,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,12,2,1,18,1550,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,6,0,0
2020,2,7,1,1,3,32,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,40,0,0
2020,3,11,1,1,11,258,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,6,0,0
2020,3,11,1,1,12,470,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,39,0,0
2020,3,11,1,1,4,440,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,14,14,0
2020,3,11,1,1,13,388,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,4,4,4
2020,3,10,1,1,2,1180,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,27,0,0
2020,3,9,1,1,10,460,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,4,4,0
2020,3,12,2,1,17,757,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,10,0,0
2020,3,11,1,1,17,731,2,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,48,0,0
2020,3,11,1,1,7,1305,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,138,0,0
2020,3,11,1,1,11,272,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,50,0,0
2020,3,11,1,1,17,702,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,6,0,0
2020,3,12,2,1,13,429,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,22,0,0
2020,3,12,2,1,10,463,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,4,0,0
2020,3,12,2,1,21,773,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,3,857,2,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,9,0,0
2020,3,11,1,1,4,1707,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,6,620,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,54,0,0
2020,3,12,2,1,3,888,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,10,1,1,1,19,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,11,1,1,11,394,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,9,9,0
2020,3,12,2,1,11,180,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,30,0,0
2020,3,11,1,1,4,625,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,2,2,2
2020,3,10,1,1,3,32,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,134,0,0
2020,3,11,1,1,24,1042,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,3,3,3
2020,3,11,1,1,24,1048,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,25,0,0
2020,3,10,1,1,9,1128,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,124,0,0
2020,3,11,1,1,4,440,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,9,9,9
2020,3,11,1,1,4,626,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,18,18,18
2020,2,9,2,1,1,19,2,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,24,0,0
2020,3,10,1,1,3,33,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,22,0,0
2020,3,12,2,1,21,774,4,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,32,0,0
2020,3,11,1,1,13,375,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,176,0,0
2020,3,11,1,1,4,904,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,40,0,0
2020,3,11,1,1,10,452,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,63,0,0
2020,3,11,1,1,13,359,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,29,0,0
2020,3,11,1,1,21,1874,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,86,0,0
2020,3,11,1,1,11,243,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,7,1326,2,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,46,0,0
2020,2,9,2,1,1,28,2,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,42,0,0
2020,3,12,2,1,20,940,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,88,0,0
2020,3,12,2,1,13,421,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,31,0,0
2020,3,11,1,1,7,1315,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,30,0,0
2020,3,12,2,1,-1,256,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,11,1,1,33,1480,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,9,0,0
2020,3,12,2,1,11,275,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,31,0,0
2020,3,11,1,1,13,395,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,3,3,3
2020,3,11,1,1,11,180,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,5,0,0
2020,3,11,1,1,13,361,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,21,0,0
2020,3,11,1,1,3,32,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,11,1,1,21,770,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,10,460,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,12,2,1,10,463,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,5,5,5
2020,3,10,1,1,15,517,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,11,1,1,4,626,4,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,200,0,0
2020,2,5,1,1,11,178,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,120,0,0
2020,3,11,1,1,13,353,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,3,3,3
2020,3,11,1,1,11,239,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,14,0,0
1980,7,28,1,1,1,28,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,120,0,0
2020,3,11,1,1,6,600,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,94,0,0
2020,3,11,1,1,11,224,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,65,0,0
2020,3,11,1,1,17,752,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,42,0,0
2020,3,11,1,1,13,419,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,51,0,0
2020,3,10,1,1,5,549,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,130,0,0
2020,3,12,2,1,31,1344,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,4,0,0
2020,3,11,1,1,17,757,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,6,6,6
2020,3,11,1,1,13,361,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,61,0,0
2020,3,11,1,1,13,375,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,14,14,0
2020,3,11,1,1,1,12,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,16,0,0
2020,3,11,1,1,11,179,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,27,0,0
2020,3,12,2,1,7,1315,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,11,222,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,21,0,0
2020,3,12,2,1,15,481,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,11,1,1,13,339,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,11,1,1,13,404,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,11,0,0
2020,3,11,1,1,18,1492,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,12,2,1,17,699,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,6,0,0
2020,3,11,1,1,2,1282,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,26,0,0
2020,3,12,2,1,9,996,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,10,1,1,1,12,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,4,4,4
2020,3,12,2,1,17,724,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,11,1,1,4,1511,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,11,1,1,11,259,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,16,0,0
2020,1,3,2,1,9,1128,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,34,0,0
2020,3,11,1,1,9,1213,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,11,1,1,4,1257,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,31,0,0
2020,3,10,1,1,6,581,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,18,0,0
2020,3,12,2,1,16,630,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,6,0,0
2020,3,11,1,1,6,620,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,6,6,6
2020,3,11,1,1,11,1061,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,10,0,0
2020,3,11,1,1,16,906,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,12,0,0
2020,3,9,1,1,11,250,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,4,4,0
2020,3,11,1,1,29,1247,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,9,0,0
2020,3,11,1,1,6,620,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,31,1356,2,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,7,0,0
2020,3,12,2,1,11,528,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,4,0,0
2020,3,11,1,1,8,1802,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,40,0,0
2020,3,10,1,1,4,644,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,12,0,0
2020,3,11,1,1,1,1752,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,32,0,0
2020,3,10,1,1,5,666,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,31,0,0
2020,3,10,1,1,5,550,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,36,0,0
2020,3,9,1,1,10,460,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,22,0,0
2020,3,10,1,1,4,84,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,69,0,0
2020,3,12,2,1,10,463,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,3,884,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,46,0,0
2020,3,11,1,1,1,28,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,312,0,0
2020,3,11,1,1,9,1002,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,23,0,0
2020,3,12,2,1,17,760,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,12,2,1,16,629,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,56,0,0
2020,3,11,1,1,4,625,4,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,424,0,0
2020,3,10,1,1,1,12,2,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,66,0,0
2020,3,10,1,1,1,28,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,12,2,1,5,550,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,12,2,1,11,222,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,8,0,0
2020,3,11,1,1,3,82,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,9,0,0
2020,3,12,2,1,11,256,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,5,551,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,23,0,0
2020,3,11,1,1,13,370,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,4,0,0
2020,3,11,1,1,10,463,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,48,0,0
2020,3,10,1,1,11,271,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,34,0,0
2020,3,12,2,1,15,497,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,89,0,0
2020,3,11,1,1,16,906,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,11,394,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,44,0,0
2020,3,11,1,1,9,1273,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,4,4,4
2020,3,11,1,1,11,263,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,40,0,0
2020,3,12,2,1,4,625,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,12,2,1,15,478,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,4,4,0
2020,3,10,1,1,13,346,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,10,1,1,1,19,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,94,0,0
2020,3,12,2,1,5,547,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,30,0,0
2020,3,12,2,1,4,787,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,2,9,2,1,1,963,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,32,0,0
2020,3,12,2,1,4,643,4,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,32,0,0
2020,3,12,2,1,13,364,4,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,31,0,0
2020,3,11,1,1,24,1056,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,27,0,0
2020,3,11,1,1,13,324,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,5,1193,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,188,0,0
2020,3,11,1,1,21,771,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,15,0,0
